time,source,target,st,tt,t,id
234980,106,50,PC,PC,12/03/2011 11:00,1302
234980,63,108,PC,PC,12/03/2011 11:00,239
234980,82,113,PC*,PC*,12/03/2011 11:00,486
234980,40,69,PC*,PC*,12/03/2011 11:00,190
234980,33,78,PC*,PC*,12/03/2011 11:00,188
234980,37,108,PC,PC,12/03/2011 11:00,230
234980,75,110,PC,PC,12/03/2011 11:00,1303
235000,60,61,PSI*,PSI*,12/03/2011 11:00,1301
235000,56,88,PC,PC,12/03/2011 11:00,323
235000,106,15,PC,PC,12/03/2011 11:00,1304
235000,3,79,PC*,PC*,12/03/2011 11:00,181
235000,67,62,PC,PC,12/03/2011 11:00,806
235000,56,23,PC,PC,12/03/2011 11:00,459
235000,66,110,PC,PC,12/03/2011 11:00,157
235000,45,83,PC*,PC*,12/03/2011 11:00,1012
235000,15,50,PC,PC,12/03/2011 11:00,1024
235000,88,125,PC,PC,12/03/2011 11:00,1018
235000,103,49,PC,PC,12/03/2011 11:00,204
235000,106,50,PC,PC,12/03/2011 11:00,1302
235000,63,108,PC,PC,12/03/2011 11:00,239
235000,82,113,PC*,PC*,12/03/2011 11:00,486
235000,49,104,PC,PC,12/03/2011 11:00,1305
235000,37,108,PC,PC,12/03/2011 11:00,230
235000,75,110,PC,PC,12/03/2011 11:00,1303
235020,60,61,PSI*,PSI*,12/03/2011 11:00,1301
235020,106,15,PC,PC,12/03/2011 11:00,1304
235020,33,17,PC*,PC*,12/03/2011 11:00,234
235020,28,56,PC,PC,12/03/2011 11:00,110
235020,67,62,PC,PC,12/03/2011 11:00,806
235020,81,26,PC,PC,12/03/2011 11:00,99
235020,37,63,PC,PC,12/03/2011 11:00,132
235020,88,125,PC,PC,12/03/2011 11:00,1018
235020,115,61,PSI*,PSI*,12/03/2011 11:00,1297
235020,25,27,PC,PC,12/03/2011 11:00,357
235020,106,50,PC,PC,12/03/2011 11:00,1302
235020,63,108,PC,PC,12/03/2011 11:00,239
235020,82,113,PC*,PC*,12/03/2011 11:00,486
235020,33,78,PC*,PC*,12/03/2011 11:00,188
235020,37,108,PC,PC,12/03/2011 11:00,230
235040,60,61,PSI*,PSI*,12/03/2011 11:00,1301
235040,106,15,PC,PC,12/03/2011 11:00,1304
235040,1,71,PC*,PC*,12/03/2011 11:00,483
235040,79,107,PC*,PC*,12/03/2011 11:00,383
235040,66,110,PC,PC,12/03/2011 11:00,157
235040,101,107,PC*,PC*,12/03/2011 11:00,481
235040,94,2,PC*,PC*,12/03/2011 11:00,341
235040,37,63,PC,PC,12/03/2011 11:00,132
235040,75,66,PC,PC,12/03/2011 11:00,1245
235040,106,50,PC,PC,12/03/2011 11:00,1302
235040,63,108,PC,PC,12/03/2011 11:00,239
235040,82,113,PC*,PC*,12/03/2011 11:00,486
235040,33,78,PC*,PC*,12/03/2011 11:00,188
235040,23,120,PC,teacher,12/03/2011 11:00,1300
235040,37,108,PC,PC,12/03/2011 11:00,230
235040,67,37,PC,PC,12/03/2011 11:00,265
235040,75,110,PC,PC,12/03/2011 11:00,1303
235060,67,108,PC,PC,12/03/2011 11:00,236
235060,93,94,PC*,PC*,12/03/2011 11:00,1306
235060,79,107,PC*,PC*,12/03/2011 11:00,383
235060,66,110,PC,PC,12/03/2011 11:00,157
235060,81,26,PC,PC,12/03/2011 11:00,99
235060,67,63,PC,PC,12/03/2011 11:00,149
235060,30,4,PC*,PC*,12/03/2011 11:00,726
235060,37,63,PC,PC,12/03/2011 11:00,132
235060,88,125,PC,PC,12/03/2011 11:00,1018
235060,75,66,PC,PC,12/03/2011 11:00,1245
235060,106,62,PC,PC,12/03/2011 11:00,1001
235060,25,27,PC,PC,12/03/2011 11:00,357
235060,106,50,PC,PC,12/03/2011 11:00,1302
235060,63,108,PC,PC,12/03/2011 11:00,239
235060,82,113,PC*,PC*,12/03/2011 11:00,486
235060,37,108,PC,PC,12/03/2011 11:00,230
235060,67,37,PC,PC,12/03/2011 11:00,265
235060,75,110,PC,PC,12/03/2011 11:00,1303
235080,106,15,PC,PC,12/03/2011 11:00,1304
235080,67,108,PC,PC,12/03/2011 11:00,236
235080,28,104,PC,PC,12/03/2011 11:00,47
235080,79,107,PC*,PC*,12/03/2011 11:00,383
235080,94,107,PC*,PC*,12/03/2011 11:00,1307
235080,66,110,PC,PC,12/03/2011 11:00,157
235080,81,26,PC,PC,12/03/2011 11:00,99
235080,23,49,PC,PC,12/03/2011 11:00,855
235080,37,63,PC,PC,12/03/2011 11:00,132
235080,107,2,PC*,PC*,12/03/2011 11:00,654
235080,24,27,PC,PC,12/03/2011 11:00,356
235080,103,49,PC,PC,12/03/2011 11:00,204
235080,75,66,PC,PC,12/03/2011 11:00,1245
235080,106,50,PC,PC,12/03/2011 11:00,1302
235080,63,108,PC,PC,12/03/2011 11:00,239
235080,82,113,PC*,PC*,12/03/2011 11:00,486
235080,79,2,PC*,PC*,12/03/2011 11:00,506
235080,11,107,PC*,PC*,12/03/2011 11:00,680
235080,37,108,PC,PC,12/03/2011 11:00,230
235080,67,37,PC,PC,12/03/2011 11:00,265
235100,13,4,PSI*,PC*,12/03/2011 11:00,1308
235100,106,15,PC,PC,12/03/2011 11:00,1304
235100,57,4,PC*,PC*,12/03/2011 11:00,21
235100,24,62,PC,PC,12/03/2011 11:00,851
235100,90,95,PC*,PC*,12/03/2011 11:00,192
235100,67,108,PC,PC,12/03/2011 11:00,236
235100,51,11,PC*,PC*,12/03/2011 11:00,163
235100,79,107,PC*,PC*,12/03/2011 11:00,383
235100,94,107,PC*,PC*,12/03/2011 11:00,1307
235100,66,110,PC,PC,12/03/2011 11:00,157
235100,58,50,PC,PC,12/03/2011 11:00,1284
235100,24,50,PC,PC,12/03/2011 11:00,787
235100,13,57,PSI*,PC*,12/03/2011 11:00,1309
235100,90,55,PC*,PC*,12/03/2011 11:00,1310
235100,107,2,PC*,PC*,12/03/2011 11:00,654
235100,103,49,PC,PC,12/03/2011 11:00,204
235100,106,62,PC,PC,12/03/2011 11:00,1001
235100,82,13,PC*,PSI*,12/03/2011 11:00,1311
235100,25,27,PC,PC,12/03/2011 11:00,357
235100,106,50,PC,PC,12/03/2011 11:00,1302
235100,63,108,PC,PC,12/03/2011 11:00,239
235100,82,113,PC*,PC*,12/03/2011 11:00,486
235100,11,107,PC*,PC*,12/03/2011 11:00,680
235100,37,108,PC,PC,12/03/2011 11:00,230
235100,67,37,PC,PC,12/03/2011 11:00,265
235100,30,11,PC*,PC*,12/03/2011 11:00,610
235120,40,57,PC*,PC*,12/03/2011 11:00,73
235120,60,61,PSI*,PSI*,12/03/2011 11:00,1301
235120,42,22,PSI*,PSI*,12/03/2011 11:00,128
235120,106,15,PC,PC,12/03/2011 11:00,1304
235120,28,104,PC,PC,12/03/2011 11:00,47
235120,82,51,PC*,PC*,12/03/2011 11:00,1312
235120,66,110,PC,PC,12/03/2011 11:00,157
235120,81,26,PC,PC,12/03/2011 11:00,99
235120,24,50,PC,PC,12/03/2011 11:00,787
235120,106,24,PC,PC,12/03/2011 11:00,981
235120,15,50,PC,PC,12/03/2011 11:00,1024
235120,90,20,PC*,PSI*,12/03/2011 11:00,750
235120,25,27,PC,PC,12/03/2011 11:00,357
235120,106,50,PC,PC,12/03/2011 11:00,1302
235120,104,37,PC,PC,12/03/2011 11:00,327
235120,63,108,PC,PC,12/03/2011 11:00,239
235120,79,2,PC*,PC*,12/03/2011 11:00,506
235120,81,19,PC,PSI*,12/03/2011 11:00,305
235120,11,13,PC*,PSI*,12/03/2011 11:00,1313
235120,23,120,PC,teacher,12/03/2011 11:00,1300
235120,26,19,PC,PSI*,12/03/2011 11:00,1314
235120,67,37,PC,PC,12/03/2011 11:00,265
235120,75,110,PC,PC,12/03/2011 11:00,1303
235120,48,58,PC,PC,12/03/2011 11:00,1315
235120,30,11,PC*,PC*,12/03/2011 11:00,610
235140,40,57,PC*,PC*,12/03/2011 11:00,73
235140,106,15,PC,PC,12/03/2011 11:00,1304
235140,25,58,PC,PC,12/03/2011 11:00,324
235140,54,44,PC*,PC*,12/03/2011 11:00,361
235140,106,66,PC,PC,12/03/2011 11:00,19
235140,81,26,PC,PC,12/03/2011 11:00,99
235140,24,50,PC,PC,12/03/2011 11:00,787
235140,104,67,PC,PC,12/03/2011 11:00,350
235140,106,24,PC,PC,12/03/2011 11:00,981
235140,15,50,PC,PC,12/03/2011 11:00,1024
235140,90,20,PC*,PSI*,12/03/2011 11:00,750
235140,25,27,PC,PC,12/03/2011 11:00,357
235140,106,50,PC,PC,12/03/2011 11:00,1302
235140,104,37,PC,PC,12/03/2011 11:00,327
235140,24,15,PC,PC,12/03/2011 11:00,316
235140,63,108,PC,PC,12/03/2011 11:00,239
235140,79,2,PC*,PC*,12/03/2011 11:00,506
235140,30,13,PC*,PSI*,12/03/2011 11:00,768
235140,11,13,PC*,PSI*,12/03/2011 11:00,1313
235140,28,49,PC,PC,12/03/2011 11:00,1316
235140,67,37,PC,PC,12/03/2011 11:00,265
235140,16,55,PC*,PC*,12/03/2011 11:00,153
235140,30,11,PC*,PC*,12/03/2011 11:00,610
235160,40,57,PC*,PC*,12/03/2011 11:00,73
235160,62,8,PC,PSI*,12/03/2011 11:00,1317
235160,57,4,PC*,PC*,12/03/2011 11:00,21
235160,25,58,PC,PC,12/03/2011 11:00,324
235160,111,40,PC*,PC*,12/03/2011 11:00,1318
235160,54,44,PC*,PC*,12/03/2011 11:00,361
235160,8,42,PSI*,PSI*,12/03/2011 11:00,1319
235160,16,30,PC*,PC*,12/03/2011 11:00,570
235160,79,107,PC*,PC*,12/03/2011 11:00,383
235160,1,42,PC*,PSI*,12/03/2011 11:00,924
235160,1,8,PC*,PSI*,12/03/2011 11:00,1320
235160,106,66,PC,PC,12/03/2011 11:00,19
235160,44,107,PC*,PC*,12/03/2011 11:00,782
235160,81,26,PC,PC,12/03/2011 11:00,99
235160,24,50,PC,PC,12/03/2011 11:00,787
235160,45,68,PC*,PC*,12/03/2011 11:00,334
235160,16,31,PC*,PC*,12/03/2011 11:00,549
235160,104,67,PC,PC,12/03/2011 11:00,350
235160,15,50,PC,PC,12/03/2011 11:00,1024
235160,90,20,PC*,PSI*,12/03/2011 11:00,750
235160,25,27,PC,PC,12/03/2011 11:00,357
235160,106,50,PC,PC,12/03/2011 11:00,1302
235160,24,15,PC,PC,12/03/2011 11:00,316
235160,63,108,PC,PC,12/03/2011 11:00,239
235160,82,40,PC*,PC*,12/03/2011 11:00,1321
235160,79,2,PC*,PC*,12/03/2011 11:00,506
235160,26,19,PC,PSI*,12/03/2011 11:00,1314
235160,28,49,PC,PC,12/03/2011 11:00,1316
235160,94,54,PC*,PC*,12/03/2011 11:00,212
235180,60,61,PSI*,PSI*,12/03/2011 11:00,1301
235180,57,4,PC*,PC*,12/03/2011 11:00,21
235180,25,58,PC,PC,12/03/2011 11:00,324
235180,28,67,PC,PC,12/03/2011 11:00,740
235180,51,45,PC*,PC*,12/03/2011 11:00,628
235180,55,11,PC*,PC*,12/03/2011 11:00,1060
235180,106,66,PC,PC,12/03/2011 11:00,19
235180,24,50,PC,PC,12/03/2011 11:00,787
235180,16,31,PC*,PC*,12/03/2011 11:00,549
235180,11,40,PC*,PC*,12/03/2011 11:00,277
235180,45,57,PC*,PC*,12/03/2011 11:00,489
235180,15,50,PC,PC,12/03/2011 11:00,1024
235180,25,27,PC,PC,12/03/2011 11:00,357
235180,24,15,PC,PC,12/03/2011 11:00,316
235180,63,108,PC,PC,12/03/2011 11:00,239
235180,54,78,PC*,PC*,12/03/2011 11:00,714
235180,79,2,PC*,PC*,12/03/2011 11:00,506
235180,23,120,PC,teacher,12/03/2011 11:00,1300
235180,44,99,PC*,PC*,12/03/2011 11:00,1017
235180,28,49,PC,PC,12/03/2011 11:00,1316
235180,94,54,PC*,PC*,12/03/2011 11:00,212
235180,26,37,PC,PC,12/03/2011 11:00,15
235200,54,45,PC*,PC*,12/03/2011 11:00,74
235200,28,67,PC,PC,12/03/2011 11:00,740
235200,55,11,PC*,PC*,12/03/2011 11:00,1060
235200,106,66,PC,PC,12/03/2011 11:00,19
235200,81,26,PC,PC,12/03/2011 11:00,99
235200,24,50,PC,PC,12/03/2011 11:00,787
235200,15,50,PC,PC,12/03/2011 11:00,1024
235200,90,20,PC*,PSI*,12/03/2011 11:00,750
235200,63,108,PC,PC,12/03/2011 11:00,239
235200,79,2,PC*,PC*,12/03/2011 11:00,506
235200,30,13,PC*,PSI*,12/03/2011 11:00,768
235200,23,120,PC,teacher,12/03/2011 11:00,1300
235200,26,19,PC,PSI*,12/03/2011 11:00,1314
235200,44,99,PC*,PC*,12/03/2011 11:00,1017
235200,45,4,PC*,PC*,12/03/2011 11:00,135
235200,58,27,PC,PC,12/03/2011 11:00,843
235200,26,37,PC,PC,12/03/2011 11:00,15
235220,54,57,PC*,PC*,12/03/2011 11:00,402
235220,75,37,PC,PC,12/03/2011 11:00,1252
235220,55,11,PC*,PC*,12/03/2011 11:00,1060
235220,106,66,PC,PC,12/03/2011 11:00,19
235220,81,26,PC,PC,12/03/2011 11:00,99
235220,24,50,PC,PC,12/03/2011 11:00,787
235220,15,50,PC,PC,12/03/2011 11:00,1024
235220,90,20,PC*,PSI*,12/03/2011 11:00,750
235220,24,15,PC,PC,12/03/2011 11:00,316
235220,63,108,PC,PC,12/03/2011 11:00,239
235220,79,2,PC*,PC*,12/03/2011 11:00,506
235220,82,111,PC*,PC*,12/03/2011 11:00,1225
235220,75,67,PC,PC,12/03/2011 11:00,1322
235220,23,120,PC,teacher,12/03/2011 11:00,1300
235220,26,19,PC,PSI*,12/03/2011 11:00,1314
235220,44,99,PC*,PC*,12/03/2011 11:00,1017
235220,67,37,PC,PC,12/03/2011 11:00,265
235220,109,44,PC*,PC*,12/03/2011 11:00,193
235220,94,44,PC*,PC*,12/03/2011 11:00,41
235240,81,40,PC,PC*,12/03/2011 11:00,513
235240,54,45,PC*,PC*,12/03/2011 11:00,74
235240,75,37,PC,PC,12/03/2011 11:00,1252
235240,55,11,PC*,PC*,12/03/2011 11:00,1060
235240,106,66,PC,PC,12/03/2011 11:00,19
235240,81,26,PC,PC,12/03/2011 11:00,99
235240,24,50,PC,PC,12/03/2011 11:00,787
235240,17,78,PC*,PC*,12/03/2011 11:00,285
235240,26,40,PC,PC*,12/03/2011 11:00,1323
235240,106,110,PC,PC,12/03/2011 11:00,158
235240,15,50,PC,PC,12/03/2011 11:00,1024
235240,24,15,PC,PC,12/03/2011 11:00,316
235240,63,108,PC,PC,12/03/2011 11:00,239
235240,24,75,PC,PC,12/03/2011 11:00,1027
235240,82,111,PC*,PC*,12/03/2011 11:00,1225
235240,23,120,PC,teacher,12/03/2011 11:00,1300
235240,26,19,PC,PSI*,12/03/2011 11:00,1314
235240,67,37,PC,PC,12/03/2011 11:00,265
235240,58,27,PC,PC,12/03/2011 11:00,843
235240,54,4,PC*,PC*,12/03/2011 11:00,1278
235240,109,44,PC*,PC*,12/03/2011 11:00,193
235240,94,44,PC*,PC*,12/03/2011 11:00,41
235240,111,44,PC*,PC*,12/03/2011 11:00,1324
235260,81,40,PC,PC*,12/03/2011 11:00,513
235260,25,58,PC,PC,12/03/2011 11:00,324
235260,75,40,PC,PC*,12/03/2011 11:00,1204
235260,55,11,PC*,PC*,12/03/2011 11:00,1060
235260,106,66,PC,PC,12/03/2011 11:00,19
235260,81,26,PC,PC,12/03/2011 11:00,99
235260,16,31,PC*,PC*,12/03/2011 11:00,549
235260,95,3,PC*,PC*,12/03/2011 11:00,349
235260,75,19,PC,PSI*,12/03/2011 11:00,1325
235260,26,40,PC,PC*,12/03/2011 11:00,1323
235260,88,125,PC,PC,12/03/2011 11:00,1018
235260,25,27,PC,PC,12/03/2011 11:00,357
235260,24,15,PC,PC,12/03/2011 11:00,316
235260,63,108,PC,PC,12/03/2011 11:00,239
235260,24,75,PC,PC,12/03/2011 11:00,1027
235260,30,13,PC*,PSI*,12/03/2011 11:00,768
235260,26,19,PC,PSI*,12/03/2011 11:00,1314
235260,67,37,PC,PC,12/03/2011 11:00,265
235260,48,58,PC,PC,12/03/2011 11:00,1315
235260,67,110,PC,PC,12/03/2011 11:00,1326
235260,58,27,PC,PC,12/03/2011 11:00,843
235260,54,4,PC*,PC*,12/03/2011 11:00,1278
235260,19,40,PSI*,PC*,12/03/2011 11:00,1327
235260,30,11,PC*,PC*,12/03/2011 11:00,610
235260,94,44,PC*,PC*,12/03/2011 11:00,41
235280,81,40,PC,PC*,12/03/2011 11:00,513
235280,11,45,PC*,PC*,12/03/2011 11:00,393
235280,94,109,PC*,PC*,12/03/2011 11:00,27
235280,11,124,PC*,teacher,12/03/2011 11:00,1328
235280,54,11,PC*,PC*,12/03/2011 11:00,703
235280,106,66,PC,PC,12/03/2011 11:00,19
235280,81,26,PC,PC,12/03/2011 11:00,99
235280,24,50,PC,PC,12/03/2011 11:00,787
235280,95,3,PC*,PC*,12/03/2011 11:00,349
235280,26,40,PC,PC*,12/03/2011 11:00,1323
235280,88,125,PC,PC,12/03/2011 11:00,1018
235280,68,4,PC*,PC*,12/03/2011 11:00,1329
235280,24,15,PC,PC,12/03/2011 11:00,316
235280,63,108,PC,PC,12/03/2011 11:00,239
235280,82,111,PC*,PC*,12/03/2011 11:00,1225
235280,67,37,PC,PC,12/03/2011 11:00,265
235280,67,110,PC,PC,12/03/2011 11:00,1326
235280,58,27,PC,PC,12/03/2011 11:00,843
235280,36,108,PC,PC,12/03/2011 11:00,446
235280,24,23,PC,PC,12/03/2011 11:00,126
235300,63,64,PC,PC,12/03/2011 11:00,228
235300,81,40,PC,PC*,12/03/2011 11:00,513
235300,25,58,PC,PC,12/03/2011 11:00,324
235300,75,40,PC,PC*,12/03/2011 11:00,1204
235300,94,109,PC*,PC*,12/03/2011 11:00,27
235300,54,11,PC*,PC*,12/03/2011 11:00,703
235300,106,66,PC,PC,12/03/2011 11:00,19
235300,81,26,PC,PC,12/03/2011 11:00,99
235300,36,64,PC,PC,12/03/2011 11:00,269
235300,26,40,PC,PC*,12/03/2011 11:00,1323
235300,20,13,PSI*,PSI*,12/03/2011 11:00,979
235300,64,108,PC,PC,12/03/2011 11:00,208
235300,11,68,PC*,PC*,12/03/2011 11:00,387
235300,90,20,PC*,PSI*,12/03/2011 11:00,750
235300,88,125,PC,PC,12/03/2011 11:00,1018
235300,25,27,PC,PC,12/03/2011 11:00,357
235300,24,15,PC,PC,12/03/2011 11:00,316
235300,63,108,PC,PC,12/03/2011 11:00,239
235300,82,111,PC*,PC*,12/03/2011 11:00,1225
235300,26,19,PC,PSI*,12/03/2011 11:00,1314
235300,67,37,PC,PC,12/03/2011 11:00,265
235300,90,13,PC*,PSI*,12/03/2011 11:00,1330
235300,11,80,PC*,PC*,12/03/2011 11:00,152
235300,58,27,PC,PC,12/03/2011 11:00,843
235300,19,40,PSI*,PC*,12/03/2011 11:00,1327
235300,36,108,PC,PC,12/03/2011 11:00,446
235300,24,23,PC,PC,12/03/2011 11:00,126
235320,63,64,PC,PC,12/03/2011 11:00,228
235320,81,40,PC,PC*,12/03/2011 11:00,513
235320,25,58,PC,PC,12/03/2011 11:00,324
235320,67,108,PC,PC,12/03/2011 11:00,236
235320,75,40,PC,PC*,12/03/2011 11:00,1204
235320,48,25,PC,PC,12/03/2011 11:00,1279
235320,54,57,PC*,PC*,12/03/2011 11:00,402
235320,36,63,PC,PC,12/03/2011 11:00,448
235320,66,110,PC,PC,12/03/2011 11:00,157
235320,23,40,PC,PC*,12/03/2011 11:00,1331
235320,36,64,PC,PC,12/03/2011 11:00,269
235320,67,64,PC,PC,12/03/2011 11:00,256
235320,26,40,PC,PC*,12/03/2011 11:00,1323
235320,64,108,PC,PC,12/03/2011 11:00,208
235320,107,2,PC*,PC*,12/03/2011 11:00,654
235320,106,33,PC,PC*,12/03/2011 11:00,69
235320,81,75,PC,PC,12/03/2011 11:00,1259
235320,90,20,PC*,PSI*,12/03/2011 11:00,750
235320,88,125,PC,PC,12/03/2011 11:00,1018
235320,115,61,PSI*,PSI*,12/03/2011 11:00,1297
235320,25,27,PC,PC,12/03/2011 11:00,357
235320,63,108,PC,PC,12/03/2011 11:00,239
235320,82,111,PC*,PC*,12/03/2011 11:00,1225
235320,11,4,PC*,PC*,12/03/2011 11:00,977
235320,26,19,PC,PSI*,12/03/2011 11:00,1314
235320,37,108,PC,PC,12/03/2011 11:00,230
235320,67,37,PC,PC,12/03/2011 11:00,265
235320,58,27,PC,PC,12/03/2011 11:00,843
235320,23,26,PC,PC,12/03/2011 11:00,353
235320,19,40,PSI*,PC*,12/03/2011 11:00,1327
235320,36,108,PC,PC,12/03/2011 11:00,446
235320,24,23,PC,PC,12/03/2011 11:00,126
235340,57,4,PC*,PC*,12/03/2011 11:00,21
235340,25,58,PC,PC,12/03/2011 11:00,324
235340,106,45,PC,PC*,12/03/2011 11:00,17
235340,54,57,PC*,PC*,12/03/2011 11:00,402
235340,94,111,PC*,PC*,12/03/2011 11:00,1332
235340,36,63,PC,PC,12/03/2011 11:00,448
235340,36,67,PC,PC,12/03/2011 11:00,451
235340,66,110,PC,PC,12/03/2011 11:00,157
235340,23,40,PC,PC*,12/03/2011 11:00,1331
235340,26,40,PC,PC*,12/03/2011 11:00,1323
235340,64,108,PC,PC,12/03/2011 11:00,208
235340,81,75,PC,PC,12/03/2011 11:00,1259
235340,75,6,PC,PSI*,12/03/2011 11:00,1333
235340,15,50,PC,PC,12/03/2011 11:00,1024
235340,90,20,PC*,PSI*,12/03/2011 11:00,750
235340,88,125,PC,PC,12/03/2011 11:00,1018
235340,25,27,PC,PC,12/03/2011 11:00,357
235340,26,19,PC,PSI*,12/03/2011 11:00,1314
235340,67,37,PC,PC,12/03/2011 11:00,265
235340,58,27,PC,PC,12/03/2011 11:00,843
235340,23,26,PC,PC,12/03/2011 11:00,353
235340,19,40,PSI*,PC*,12/03/2011 11:00,1327
235360,32,42,PC*,PSI*,12/03/2011 11:00,1334
235360,67,108,PC,PC,12/03/2011 11:00,236
235360,94,109,PC*,PC*,12/03/2011 11:00,27
235360,94,111,PC*,PC*,12/03/2011 11:00,1332
235360,24,64,PC,PC,12/03/2011 11:00,1335
235360,36,67,PC,PC,12/03/2011 11:00,451
235360,3,11,PC*,PC*,12/03/2011 11:00,817
235360,75,33,PC,PC*,12/03/2011 11:00,1336
235360,37,6,PC,PSI*,12/03/2011 11:00,1337
235360,23,40,PC,PC*,12/03/2011 11:00,1331
235360,67,63,PC,PC,12/03/2011 11:00,149
235360,95,11,PC*,PC*,12/03/2011 11:00,669
235360,26,40,PC,PC*,12/03/2011 11:00,1323
235360,64,108,PC,PC,12/03/2011 11:00,208
235360,50,51,PC,PC*,12/03/2011 11:00,836
235360,81,75,PC,PC,12/03/2011 11:00,1259
235360,33,6,PC*,PSI*,12/03/2011 11:00,1338
235360,75,6,PC,PSI*,12/03/2011 11:00,1333
235360,106,110,PC,PC,12/03/2011 11:00,158
235360,15,50,PC,PC,12/03/2011 11:00,1024
235360,90,20,PC*,PSI*,12/03/2011 11:00,750
235360,88,125,PC,PC,12/03/2011 11:00,1018
235360,81,6,PC,PSI*,12/03/2011 11:00,1114
235360,63,108,PC,PC,12/03/2011 11:00,239
235360,26,19,PC,PSI*,12/03/2011 11:00,1314
235360,81,33,PC,PC*,12/03/2011 11:00,71
235360,95,107,PC*,PC*,12/03/2011 11:00,621
235360,58,27,PC,PC,12/03/2011 11:00,843
235360,19,40,PSI*,PC*,12/03/2011 11:00,1327
235360,24,66,PC,PC,12/03/2011 11:00,450
235380,23,37,PC,PC,12/03/2011 11:00,834
235380,32,42,PC*,PSI*,12/03/2011 11:00,1334
235380,67,108,PC,PC,12/03/2011 11:00,236
235380,48,25,PC,PC,12/03/2011 11:00,1279
235380,94,109,PC*,PC*,12/03/2011 11:00,27
235380,54,107,PC*,PC*,12/03/2011 11:00,1339
235380,75,37,PC,PC,12/03/2011 11:00,1252
235380,75,33,PC,PC*,12/03/2011 11:00,1336
235380,66,110,PC,PC,12/03/2011 11:00,157
235380,23,40,PC,PC*,12/03/2011 11:00,1331
235380,67,63,PC,PC,12/03/2011 11:00,149
235380,26,40,PC,PC*,12/03/2011 11:00,1323
235380,50,51,PC,PC*,12/03/2011 11:00,836
235380,81,75,PC,PC,12/03/2011 11:00,1259
235380,15,50,PC,PC,12/03/2011 11:00,1024
235380,88,125,PC,PC,12/03/2011 11:00,1018
235380,85,42,PSI*,PSI*,12/03/2011 11:00,227
235380,37,33,PC,PC*,12/03/2011 11:00,13
235380,63,108,PC,PC,12/03/2011 11:00,239
235380,81,33,PC,PC*,12/03/2011 11:00,71
235380,58,27,PC,PC,12/03/2011 11:00,843
235380,23,26,PC,PC,12/03/2011 11:00,353
235400,11,12,PC*,PC*,12/03/2011 11:00,498
235400,30,31,PC*,PC*,12/03/2011 11:00,336
235400,67,108,PC,PC,12/03/2011 11:00,236
235400,54,57,PC*,PC*,12/03/2011 11:00,402
235400,75,37,PC,PC,12/03/2011 11:00,1252
235400,75,33,PC,PC*,12/03/2011 11:00,1336
235400,66,110,PC,PC,12/03/2011 11:00,157
235400,44,4,PC*,PC*,12/03/2011 11:00,1003
235400,107,4,PC*,PC*,12/03/2011 11:00,1340
235400,11,78,PC*,PC*,12/03/2011 11:00,404
235400,67,63,PC,PC,12/03/2011 11:00,149
235400,26,40,PC,PC*,12/03/2011 11:00,1323
235400,81,75,PC,PC,12/03/2011 11:00,1259
235400,15,50,PC,PC,12/03/2011 11:00,1024
235400,25,27,PC,PC,12/03/2011 11:00,357
235400,37,33,PC,PC*,12/03/2011 11:00,13
235400,63,108,PC,PC,12/03/2011 11:00,239
235400,26,19,PC,PSI*,12/03/2011 11:00,1314
235400,81,33,PC,PC*,12/03/2011 11:00,71
235400,58,27,PC,PC,12/03/2011 11:00,843
235400,23,26,PC,PC,12/03/2011 11:00,353
235420,104,63,PC,PC,12/03/2011 11:00,325
235420,67,108,PC,PC,12/03/2011 11:00,236
235420,15,51,PC,PC*,12/03/2011 11:00,554
235420,94,109,PC*,PC*,12/03/2011 11:00,27
235420,75,37,PC,PC,12/03/2011 11:00,1252
235420,111,11,PC*,PC*,12/03/2011 11:00,1341
235420,75,33,PC,PC*,12/03/2011 11:00,1336
235420,66,110,PC,PC,12/03/2011 11:00,157
235420,67,63,PC,PC,12/03/2011 11:00,149
235420,26,40,PC,PC*,12/03/2011 11:00,1323
235420,20,13,PSI*,PSI*,12/03/2011 11:00,979
235420,50,51,PC,PC*,12/03/2011 11:00,836
235420,81,75,PC,PC,12/03/2011 11:00,1259
235420,75,6,PC,PSI*,12/03/2011 11:00,1333
235420,15,50,PC,PC,12/03/2011 11:00,1024
235420,94,99,PC*,PC*,12/03/2011 11:00,150
235420,85,42,PSI*,PSI*,12/03/2011 11:00,227
235420,37,33,PC,PC*,12/03/2011 11:00,13
235420,63,108,PC,PC,12/03/2011 11:00,239
235420,11,4,PC*,PC*,12/03/2011 11:00,977
235420,26,19,PC,PSI*,12/03/2011 11:00,1314
235420,58,27,PC,PC,12/03/2011 11:00,843
235420,3,78,PC*,PC*,12/03/2011 11:00,376
235420,23,26,PC,PC,12/03/2011 11:00,353
235440,104,63,PC,PC,12/03/2011 11:00,325
235440,15,51,PC,PC*,12/03/2011 11:00,554
235440,94,109,PC*,PC*,12/03/2011 11:00,27
235440,75,37,PC,PC,12/03/2011 11:00,1252
235440,3,11,PC*,PC*,12/03/2011 11:00,817
235440,66,110,PC,PC,12/03/2011 11:00,157
235440,104,108,PC,PC,12/03/2011 11:00,314
235440,67,63,PC,PC,12/03/2011 11:00,149
235440,26,40,PC,PC*,12/03/2011 11:00,1323
235440,104,67,PC,PC,12/03/2011 11:00,350
235440,81,75,PC,PC,12/03/2011 11:00,1259
