time,src,dst,ss,ds,t,id
142580,40,69,PC*,PC*,12/02/2011 09:36,190
142580,52,18,PSI*,PSI*,12/02/2011 09:36,1016
142580,3,107,PC*,PC*,12/02/2011 09:36,211
142600,46,39,PSI*,PSI*,12/02/2011 09:36,260
142600,8,116,PSI*,PSI*,12/02/2011 09:36,121
142600,85,42,PSI*,PSI*,12/02/2011 09:36,227
142600,40,69,PC*,PC*,12/02/2011 09:36,190
142600,3,107,PC*,PC*,12/02/2011 09:36,211
142620,46,39,PSI*,PSI*,12/02/2011 09:37,260
142620,8,116,PSI*,PSI*,12/02/2011 09:37,121
142620,85,42,PSI*,PSI*,12/02/2011 09:37,227
142620,40,69,PC*,PC*,12/02/2011 09:37,190
142620,52,18,PSI*,PSI*,12/02/2011 09:37,1016
142620,3,107,PC*,PC*,12/02/2011 09:37,211
142640,46,39,PSI*,PSI*,12/02/2011 09:37,260
142640,60,114,PSI*,PSI*,12/02/2011 09:37,874
142640,8,116,PSI*,PSI*,12/02/2011 09:37,121
142640,85,42,PSI*,PSI*,12/02/2011 09:37,227
142640,40,69,PC*,PC*,12/02/2011 09:37,190
142640,12,57,PC*,PC*,12/02/2011 09:37,565
142640,3,107,PC*,PC*,12/02/2011 09:37,211
142660,46,39,PSI*,PSI*,12/02/2011 09:37,260
142660,60,114,PSI*,PSI*,12/02/2011 09:37,874
142660,8,116,PSI*,PSI*,12/02/2011 09:37,121
142660,85,42,PSI*,PSI*,12/02/2011 09:37,227
142660,3,107,PC*,PC*,12/02/2011 09:37,211
142680,46,39,PSI*,PSI*,12/02/2011 09:38,260
142680,60,114,PSI*,PSI*,12/02/2011 09:38,874
142680,8,116,PSI*,PSI*,12/02/2011 09:38,121
142680,85,42,PSI*,PSI*,12/02/2011 09:38,227
142680,52,18,PSI*,PSI*,12/02/2011 09:38,1016
142680,101,70,PC*,PC*,12/02/2011 09:38,652
142700,46,39,PSI*,PSI*,12/02/2011 09:38,260
142700,60,114,PSI*,PSI*,12/02/2011 09:38,874
142700,8,116,PSI*,PSI*,12/02/2011 09:38,121
142700,85,42,PSI*,PSI*,12/02/2011 09:38,227
142700,52,18,PSI*,PSI*,12/02/2011 09:38,1016
142720,65,22,PSI*,PSI*,12/02/2011 09:38,1014
142720,46,39,PSI*,PSI*,12/02/2011 09:38,260
142720,60,114,PSI*,PSI*,12/02/2011 09:38,874
142720,8,116,PSI*,PSI*,12/02/2011 09:38,121
142720,85,42,PSI*,PSI*,12/02/2011 09:38,227
142740,46,39,PSI*,PSI*,12/02/2011 09:39,260
142740,8,116,PSI*,PSI*,12/02/2011 09:39,121
142740,52,18,PSI*,PSI*,12/02/2011 09:39,1016
142740,101,70,PC*,PC*,12/02/2011 09:39,652
142760,65,22,PSI*,PSI*,12/02/2011 09:39,1014
142760,46,39,PSI*,PSI*,12/02/2011 09:39,260
142760,60,114,PSI*,PSI*,12/02/2011 09:39,874
142760,8,116,PSI*,PSI*,12/02/2011 09:39,121
142760,85,42,PSI*,PSI*,12/02/2011 09:39,227
142760,52,18,PSI*,PSI*,12/02/2011 09:39,1016
142780,46,39,PSI*,PSI*,12/02/2011 09:39,260
142780,122,73,PSI*,PSI*,12/02/2011 09:39,165
142780,8,116,PSI*,PSI*,12/02/2011 09:39,121
142780,85,42,PSI*,PSI*,12/02/2011 09:39,227
142780,52,18,PSI*,PSI*,12/02/2011 09:39,1016
142800,46,39,PSI*,PSI*,12/02/2011 09:40,260
142800,101,107,PC*,PC*,12/02/2011 09:40,481
142800,8,116,PSI*,PSI*,12/02/2011 09:40,121
142800,85,42,PSI*,PSI*,12/02/2011 09:40,227
142800,52,18,PSI*,PSI*,12/02/2011 09:40,1016
142820,46,39,PSI*,PSI*,12/02/2011 09:40,260
142820,8,116,PSI*,PSI*,12/02/2011 09:40,121
142820,85,42,PSI*,PSI*,12/02/2011 09:40,227
142820,52,18,PSI*,PSI*,12/02/2011 09:40,1016
142840,46,39,PSI*,PSI*,12/02/2011 09:40,260
142840,8,116,PSI*,PSI*,12/02/2011 09:40,121
142840,85,42,PSI*,PSI*,12/02/2011 09:40,227
142840,52,18,PSI*,PSI*,12/02/2011 09:40,1016
142860,46,39,PSI*,PSI*,12/02/2011 09:41,260
142860,8,116,PSI*,PSI*,12/02/2011 09:41,121
142860,85,42,PSI*,PSI*,12/02/2011 09:41,227
142860,52,18,PSI*,PSI*,12/02/2011 09:41,1016
142880,46,39,PSI*,PSI*,12/02/2011 09:41,260
142880,8,116,PSI*,PSI*,12/02/2011 09:41,121
142880,85,42,PSI*,PSI*,12/02/2011 09:41,227
142880,44,99,PC*,PC*,12/02/2011 09:41,1017
142880,12,57,PC*,PC*,12/02/2011 09:41,565
142900,46,39,PSI*,PSI*,12/02/2011 09:41,260
142900,8,116,PSI*,PSI*,12/02/2011 09:41,121
142900,85,42,PSI*,PSI*,12/02/2011 09:41,227
142900,52,18,PSI*,PSI*,12/02/2011 09:41,1016
142920,46,39,PSI*,PSI*,12/02/2011 09:42,260
142920,60,114,PSI*,PSI*,12/02/2011 09:42,874
142920,8,116,PSI*,PSI*,12/02/2011 09:42,121
142920,85,42,PSI*,PSI*,12/02/2011 09:42,227
142920,52,18,PSI*,PSI*,12/02/2011 09:42,1016
142940,46,39,PSI*,PSI*,12/02/2011 09:42,260
142940,60,114,PSI*,PSI*,12/02/2011 09:42,874
142940,8,116,PSI*,PSI*,12/02/2011 09:42,121
142940,85,42,PSI*,PSI*,12/02/2011 09:42,227
142940,52,18,PSI*,PSI*,12/02/2011 09:42,1016
142960,46,39,PSI*,PSI*,12/02/2011 09:42,260
142960,60,114,PSI*,PSI*,12/02/2011 09:42,874
142960,8,116,PSI*,PSI*,12/02/2011 09:42,121
142960,85,42,PSI*,PSI*,12/02/2011 09:42,227
142980,46,39,PSI*,PSI*,12/02/2011 09:43,260
142980,3,79,PC*,PC*,12/02/2011 09:43,181
142980,8,116,PSI*,PSI*,12/02/2011 09:43,121
142980,52,18,PSI*,PSI*,12/02/2011 09:43,1016
143000,46,39,PSI*,PSI*,12/02/2011 09:43,260
143000,3,79,PC*,PC*,12/02/2011 09:43,181
143000,8,116,PSI*,PSI*,12/02/2011 09:43,121
143000,85,42,PSI*,PSI*,12/02/2011 09:43,227
143000,52,18,PSI*,PSI*,12/02/2011 09:43,1016
143020,46,39,PSI*,PSI*,12/02/2011 09:43,260
143020,3,79,PC*,PC*,12/02/2011 09:43,181
143020,86,65,PSI*,PSI*,12/02/2011 09:43,119
143020,8,116,PSI*,PSI*,12/02/2011 09:43,121
143020,85,42,PSI*,PSI*,12/02/2011 09:43,227
143020,52,18,PSI*,PSI*,12/02/2011 09:43,1016
143040,46,39,PSI*,PSI*,12/02/2011 09:44,260
143040,8,116,PSI*,PSI*,12/02/2011 09:44,121
143040,85,42,PSI*,PSI*,12/02/2011 09:44,227
143040,52,18,PSI*,PSI*,12/02/2011 09:44,1016
143060,46,39,PSI*,PSI*,12/02/2011 09:44,260
143060,8,116,PSI*,PSI*,12/02/2011 09:44,121
143060,85,42,PSI*,PSI*,12/02/2011 09:44,227
143060,52,18,PSI*,PSI*,12/02/2011 09:44,1016
143080,46,39,PSI*,PSI*,12/02/2011 09:44,260
143080,14,121,PSI*,teacher,12/02/2011 09:44,1010
143080,8,116,PSI*,PSI*,12/02/2011 09:44,121
143080,85,42,PSI*,PSI*,12/02/2011 09:44,227
143080,52,18,PSI*,PSI*,12/02/2011 09:44,1016
143080,53,14,PSI*,PSI*,12/02/2011 09:44,754
143100,46,39,PSI*,PSI*,12/02/2011 09:45,260
143100,122,73,PSI*,PSI*,12/02/2011 09:45,165
143100,8,116,PSI*,PSI*,12/02/2011 09:45,121
143100,85,42,PSI*,PSI*,12/02/2011 09:45,227
143100,53,14,PSI*,PSI*,12/02/2011 09:45,754
143120,46,39,PSI*,PSI*,12/02/2011 09:45,260
143120,122,73,PSI*,PSI*,12/02/2011 09:45,165
143120,8,116,PSI*,PSI*,12/02/2011 09:45,121
143120,85,42,PSI*,PSI*,12/02/2011 09:45,227
143120,52,18,PSI*,PSI*,12/02/2011 09:45,1016
143140,46,39,PSI*,PSI*,12/02/2011 09:45,260
143140,122,73,PSI*,PSI*,12/02/2011 09:45,165
143140,8,116,PSI*,PSI*,12/02/2011 09:45,121
143140,85,42,PSI*,PSI*,12/02/2011 09:45,227
143140,52,18,PSI*,PSI*,12/02/2011 09:45,1016
143160,46,39,PSI*,PSI*,12/02/2011 09:46,260
143160,122,73,PSI*,PSI*,12/02/2011 09:46,165
143160,60,114,PSI*,PSI*,12/02/2011 09:46,874
143160,8,116,PSI*,PSI*,12/02/2011 09:46,121
143160,85,42,PSI*,PSI*,12/02/2011 09:46,227
143160,52,18,PSI*,PSI*,12/02/2011 09:46,1016
143180,46,39,PSI*,PSI*,12/02/2011 09:46,260
143180,122,73,PSI*,PSI*,12/02/2011 09:46,165
143180,8,116,PSI*,PSI*,12/02/2011 09:46,121
143180,85,42,PSI*,PSI*,12/02/2011 09:46,227
143180,12,57,PC*,PC*,12/02/2011 09:46,565
143200,46,39,PSI*,PSI*,12/02/2011 09:46,260
143200,60,114,PSI*,PSI*,12/02/2011 09:46,874
143200,8,116,PSI*,PSI*,12/02/2011 09:46,121
143200,85,42,PSI*,PSI*,12/02/2011 09:46,227
143220,46,39,PSI*,PSI*,12/02/2011 09:47,260
143220,8,116,PSI*,PSI*,12/02/2011 09:47,121
143220,85,42,PSI*,PSI*,12/02/2011 09:47,227
143240,46,39,PSI*,PSI*,12/02/2011 09:47,260
143240,8,116,PSI*,PSI*,12/02/2011 09:47,121
143240,85,42,PSI*,PSI*,12/02/2011 09:47,227
143240,94,43,PC*,PC*,12/02/2011 09:47,215
143260,46,39,PSI*,PSI*,12/02/2011 09:47,260
143260,60,114,PSI*,PSI*,12/02/2011 09:47,874
143260,8,116,PSI*,PSI*,12/02/2011 09:47,121
143260,85,42,PSI*,PSI*,12/02/2011 09:47,227
143280,46,39,PSI*,PSI*,12/02/2011 09:48,260
143280,8,116,PSI*,PSI*,12/02/2011 09:48,121
143280,85,42,PSI*,PSI*,12/02/2011 09:48,227
143300,46,39,PSI*,PSI*,12/02/2011 09:48,260
143300,38,42,PSI*,PSI*,12/02/2011 09:48,112
143300,8,116,PSI*,PSI*,12/02/2011 09:48,121
143300,85,42,PSI*,PSI*,12/02/2011 09:48,227
143320,46,39,PSI*,PSI*,12/02/2011 09:48,260
143320,38,42,PSI*,PSI*,12/02/2011 09:48,112
143320,8,116,PSI*,PSI*,12/02/2011 09:48,121
143320,85,42,PSI*,PSI*,12/02/2011 09:48,227
143340,46,39,PSI*,PSI*,12/02/2011 09:49,260
143340,8,116,PSI*,PSI*,12/02/2011 09:49,121
143340,85,42,PSI*,PSI*,12/02/2011 09:49,227
143340,94,43,PC*,PC*,12/02/2011 09:49,215
143360,46,39,PSI*,PSI*,12/02/2011 09:49,260
143360,8,116,PSI*,PSI*,12/02/2011 09:49,121
143360,85,42,PSI*,PSI*,12/02/2011 09:49,227
143360,94,43,PC*,PC*,12/02/2011 09:49,215
143360,14,73,PSI*,PSI*,12/02/2011 09:49,765
143380,46,39,PSI*,PSI*,12/02/2011 09:49,260
143380,60,114,PSI*,PSI*,12/02/2011 09:49,874
143380,8,116,PSI*,PSI*,12/02/2011 09:49,121
143380,85,42,PSI*,PSI*,12/02/2011 09:49,227
143380,94,43,PC*,PC*,12/02/2011 09:49,215
143400,46,39,PSI*,PSI*,12/02/2011 09:50,260
143400,60,114,PSI*,PSI*,12/02/2011 09:50,874
143400,8,116,PSI*,PSI*,12/02/2011 09:50,121
143400,85,42,PSI*,PSI*,12/02/2011 09:50,227
143400,12,57,PC*,PC*,12/02/2011 09:50,565
143420,46,39,PSI*,PSI*,12/02/2011 09:50,260
143420,8,116,PSI*,PSI*,12/02/2011 09:50,121
143420,85,42,PSI*,PSI*,12/02/2011 09:50,227
143420,12,57,PC*,PC*,12/02/2011 09:50,565
143440,46,39,PSI*,PSI*,12/02/2011 09:50,260
143440,60,114,PSI*,PSI*,12/02/2011 09:50,874
143440,8,116,PSI*,PSI*,12/02/2011 09:50,121
143440,85,42,PSI*,PSI*,12/02/2011 09:50,227
143460,46,39,PSI*,PSI*,12/02/2011 09:51,260
143460,60,114,PSI*,PSI*,12/02/2011 09:51,874
143460,8,116,PSI*,PSI*,12/02/2011 09:51,121
143460,85,42,PSI*,PSI*,12/02/2011 09:51,227
143480,46,39,PSI*,PSI*,12/02/2011 09:51,260
143480,8,116,PSI*,PSI*,12/02/2011 09:51,121
143480,85,42,PSI*,PSI*,12/02/2011 09:51,227
143500,46,39,PSI*,PSI*,12/02/2011 09:51,260
143500,8,116,PSI*,PSI*,12/02/2011 09:51,121
143500,85,42,PSI*,PSI*,12/02/2011 09:51,227
143500,12,57,PC*,PC*,12/02/2011 09:51,565
143520,46,39,PSI*,PSI*,12/02/2011 09:52,260
143520,8,116,PSI*,PSI*,12/02/2011 09:52,121
143520,85,42,PSI*,PSI*,12/02/2011 09:52,227
143540,46,39,PSI*,PSI*,12/02/2011 09:52,260
143540,8,116,PSI*,PSI*,12/02/2011 09:52,121
143540,85,42,PSI*,PSI*,12/02/2011 09:52,227
143560,46,39,PSI*,PSI*,12/02/2011 09:52,260
143560,8,116,PSI*,PSI*,12/02/2011 09:52,121
143560,85,42,PSI*,PSI*,12/02/2011 09:52,227
143580,46,39,PSI*,PSI*,12/02/2011 09:53,260
143580,8,116,PSI*,PSI*,12/02/2011 09:53,121
143580,85,42,PSI*,PSI*,12/02/2011 09:53,227
143600,46,39,PSI*,PSI*,12/02/2011 09:53,260
143600,8,116,PSI*,PSI*,12/02/2011 09:53,121
143600,85,42,PSI*,PSI*,12/02/2011 09:53,227
143600,52,18,PSI*,PSI*,12/02/2011 09:53,1016
143620,46,39,PSI*,PSI*,12/02/2011 09:53,260
143620,85,42,PSI*,PSI*,12/02/2011 09:53,227
143620,52,18,PSI*,PSI*,12/02/2011 09:53,1016
143640,46,39,PSI*,PSI*,12/02/2011 09:54,260
143640,85,42,PSI*,PSI*,12/02/2011 09:54,227
143640,52,18,PSI*,PSI*,12/02/2011 09:54,1016
143640,53,14,PSI*,PSI*,12/02/2011 09:54,754
143660,46,39,PSI*,PSI*,12/02/2011 09:54,260
143660,85,42,PSI*,PSI*,12/02/2011 09:54,227
143660,52,18,PSI*,PSI*,12/02/2011 09:54,1016
143660,53,14,PSI*,PSI*,12/02/2011 09:54,754
143680,46,39,PSI*,PSI*,12/02/2011 09:54,260
143680,85,42,PSI*,PSI*,12/02/2011 09:54,227
143680,52,18,PSI*,PSI*,12/02/2011 09:54,1016
143700,46,39,PSI*,PSI*,12/02/2011 09:55,260
143700,85,42,PSI*,PSI*,12/02/2011 09:55,227
143700,52,18,PSI*,PSI*,12/02/2011 09:55,1016
143720,46,39,PSI*,PSI*,12/02/2011 09:55,260
143720,38,42,PSI*,PSI*,12/02/2011 09:55,112
143720,85,42,PSI*,PSI*,12/02/2011 09:55,227
143720,52,18,PSI*,PSI*,12/02/2011 09:55,1016
143740,46,39,PSI*,PSI*,12/02/2011 09:55,260
143740,122,73,PSI*,PSI*,12/02/2011 09:55,165
143740,38,42,PSI*,PSI*,12/02/2011 09:55,112
143740,85,42,PSI*,PSI*,12/02/2011 09:55,227
143740,52,18,PSI*,PSI*,12/02/2011 09:55,1016
143760,46,39,PSI*,PSI*,12/02/2011 09:56,260
143760,85,42,PSI*,PSI*,12/02/2011 09:56,227
143760,52,18,PSI*,PSI*,12/02/2011 09:56,1016
143780,46,39,PSI*,PSI*,12/02/2011 09:56,260
143780,85,42,PSI*,PSI*,12/02/2011 09:56,227
143780,52,18,PSI*,PSI*,12/02/2011 09:56,1016
143780,53,14,PSI*,PSI*,12/02/2011 09:56,754
143800,46,39,PSI*,PSI*,12/02/2011 09:56,260
143800,86,65,PSI*,PSI*,12/02/2011 09:56,119
143800,85,42,PSI*,PSI*,12/02/2011 09:56,227
143800,52,18,PSI*,PSI*,12/02/2011 09:56,1016
143820,46,39,PSI*,PSI*,12/02/2011 09:57,260
143820,1,71,PC*,PC*,12/02/2011 09:57,483
143820,86,65,PSI*,PSI*,12/02/2011 09:57,119
143820,85,42,PSI*,PSI*,12/02/2011 09:57,227
143820,53,14,PSI*,PSI*,12/02/2011 09:57,754
143840,46,39,PSI*,PSI*,12/02/2011 09:57,260
143840,1,71,PC*,PC*,12/02/2011 09:57,483
143840,122,73,PSI*,PSI*,12/02/2011 09:57,165
143840,86,65,PSI*,PSI*,12/02/2011 09:57,119
143840,85,42,PSI*,PSI*,12/02/2011 09:57,227
143840,52,18,PSI*,PSI*,12/02/2011 09:57,1016
143840,53,14,PSI*,PSI*,12/02/2011 09:57,754
143860,46,39,PSI*,PSI*,12/02/2011 09:57,260
143860,122,73,PSI*,PSI*,12/02/2011 09:57,165
143860,86,65,PSI*,PSI*,12/02/2011 09:57,119
143860,85,42,PSI*,PSI*,12/02/2011 09:57,227
143860,52,18,PSI*,PSI*,12/02/2011 09:57,1016
143880,46,39,PSI*,PSI*,12/02/2011 09:58,260
143880,86,65,PSI*,PSI*,12/02/2011 09:58,119
143880,85,42,PSI*,PSI*,12/02/2011 09:58,227
143880,52,18,PSI*,PSI*,12/02/2011 09:58,1016
143880,53,14,PSI*,PSI*,12/02/2011 09:58,754
143900,46,39,PSI*,PSI*,12/02/2011 09:58,260
143900,86,65,PSI*,PSI*,12/02/2011 09:58,119
143900,85,42,PSI*,PSI*,12/02/2011 09:58,227
143900,52,18,PSI*,PSI*,12/02/2011 09:58,1016
143900,53,14,PSI*,PSI*,12/02/2011 09:58,754
143920,46,39,PSI*,PSI*,12/02/2011 09:58,260
143920,86,65,PSI*,PSI*,12/02/2011 09:58,119
143920,85,42,PSI*,PSI*,12/02/2011 09:58,227
143920,52,18,PSI*,PSI*,12/02/2011 09:58,1016
143920,53,14,PSI*,PSI*,12/02/2011 09:58,754
143940,46,39,PSI*,PSI*,12/02/2011 09:59,260
143940,86,65,PSI*,PSI*,12/02/2011 09:59,119
143940,85,42,PSI*,PSI*,12/02/2011 09:59,227
143940,52,18,PSI*,PSI*,12/02/2011 09:59,1016
143960,46,39,PSI*,PSI*,12/02/2011 09:59,260
143960,86,65,PSI*,PSI*,12/02/2011 09:59,119
143960,85,42,PSI*,PSI*,12/02/2011 09:59,227
143960,52,18,PSI*,PSI*,12/02/2011 09:59,1016
143980,46,39,PSI*,PSI*,12/02/2011 09:59,260
143980,86,65,PSI*,PSI*,12/02/2011 09:59,119
143980,85,42,PSI*,PSI*,12/02/2011 09:59,227
143980,52,18,PSI*,PSI*,12/02/2011 09:59,1016
144000,46,39,PSI*,PSI*,12/02/2011 10:00,260
144000,86,65,PSI*,PSI*,12/02/2011 10:00,119
144000,85,42,PSI*,PSI*,12/02/2011 10:00,227
144000,52,18,PSI*,PSI*,12/02/2011 10:00,1016
144020,46,39,PSI*,PSI*,12/02/2011 10:00,260
144020,86,65,PSI*,PSI*,12/02/2011 10:00,119
144020,85,42,PSI*,PSI*,12/02/2011 10:00,227
144020,52,18,PSI*,PSI*,12/02/2011 10:00,1016
144040,46,39,PSI*,PSI*,12/02/2011 10:00,260
144040,122,73,PSI*,PSI*,12/02/2011 10:00,165
144040,86,65,PSI*,PSI*,12/02/2011 10:00,119
144040,85,42,PSI*,PSI*,12/02/2011 10:00,227
144040,52,18,PSI*,PSI*,12/02/2011 10:00,1016
144060,46,39,PSI*,PSI*,12/02/2011 10:01,260
144060,86,65,PSI*,PSI*,12/02/2011 10:01,119
144060,85,42,PSI*,PSI*,12/02/2011 10:01,227
144060,52,18,PSI*,PSI*,12/02/2011 10:01,1016
144080,46,39,PSI*,PSI*,12/02/2011 10:01,260
144080,86,65,PSI*,PSI*,12/02/2011 10:01,119
144080,85,42,PSI*,PSI*,12/02/2011 10:01,227
144080,52,18,PSI*,PSI*,12/02/2011 10:01,1016
144100,90,95,PC*,PC*,12/02/2011 10:01,192
144100,46,39,PSI*,PSI*,12/02/2011 10:01,260
144100,86,65,PSI*,PSI*,12/02/2011 10:01,119
144100,85,42,PSI*,PSI*,12/02/2011 10:01,227
144120,90,95,PC*,PC*,12/02/2011 10:02,192
144120,46,39,PSI*,PSI*,12/02/2011 10:02,260
144120,86,65,PSI*,PSI*,12/02/2011 10:02,119
144120,85,42,PSI*,PSI*,12/02/2011 10:02,227
144120,52,18,PSI*,PSI*,12/02/2011 10:02,1016
144140,46,39,PSI*,PSI*,12/02/2011 10:02,260
144140,122,73,PSI*,PSI*,12/02/2011 10:02,165
144140,86,65,PSI*,PSI*,12/02/2011 10:02,119
144140,85,42,PSI*,PSI*,12/02/2011 10:02,227
144140,52,18,PSI*,PSI*,12/02/2011 10:02,1016
144160,57,4,PC*,PC*,12/02/2011 10:02,21
144160,46,39,PSI*,PSI*,12/02/2011 10:02,260
144160,86,65,PSI*,PSI*,12/02/2011 10:02,119
144160,85,42,PSI*,PSI*,12/02/2011 10:02,227
144160,52,18,PSI*,PSI*,12/02/2011 10:02,1016
144180,57,4,PC*,PC*,12/02/2011 10:03,21
144180,46,39,PSI*,PSI*,12/02/2011 10:03,260
144180,86,65,PSI*,PSI*,12/02/2011 10:03,119
144180,85,42,PSI*,PSI*,12/02/2011 10:03,227
144180,52,18,PSI*,PSI*,12/02/2011 10:03,1016
144200,46,39,PSI*,PSI*,12/02/2011 10:03,260
144200,86,65,PSI*,PSI*,12/02/2011 10:03,119
144200,85,42,PSI*,PSI*,12/02/2011 10:03,227
144200,52,18,PSI*,PSI*,12/02/2011 10:03,1016
144220,46,39,PSI*,PSI*,12/02/2011 10:03,260
144220,86,65,PSI*,PSI*,12/02/2011 10:03,119
144220,85,42,PSI*,PSI*,12/02/2011 10:03,227
144220,52,18,PSI*,PSI*,12/02/2011 10:03,1016
144240,46,39,PSI*,PSI*,12/02/2011 10:04,260
144240,86,65,PSI*,PSI*,12/02/2011 10:04,119
144240,85,42,PSI*,PSI*,12/02/2011 10:04,227
144240,52,18,PSI*,PSI*,12/02/2011 10:04,1016
144260,46,39,PSI*,PSI*,12/02/2011 10:04,260
144260,86,65,PSI*,PSI*,12/02/2011 10:04,119
144260,85,42,PSI*,PSI*,12/02/2011 10:04,227
144260,52,18,PSI*,PSI*,12/02/2011 10:04,1016
144280,46,39,PSI*,PSI*,12/02/2011 10:04,260
144280,85,42,PSI*,PSI*,12/02/2011 10:04,227
144280,52,18,PSI*,PSI*,12/02/2011 10:04,1016
144300,46,39,PSI*,PSI*,12/02/2011 10:05,260
144300,85,42,PSI*,PSI*,12/02/2011 10:05,227
144300,52,18,PSI*,PSI*,12/02/2011 10:05,1016
144320,46,39,PSI*,PSI*,12/02/2011 10:05,260
144320,85,42,PSI*,PSI*,12/02/2011 10:05,227
144320,52,18,PSI*,PSI*,12/02/2011 10:05,1016
144340,46,39,PSI*,PSI*,12/02/2011 10:05,260
144340,85,42,PSI*,PSI*,12/02/2011 10:05,227
144340,52,18,PSI*,PSI*,12/02/2011 10:05,1016
144360,46,39,PSI*,PSI*,12/02/2011 10:06,260
144360,85,42,PSI*,PSI*,12/02/2011 10:06,227
144360,52,18,PSI*,PSI*,12/02/2011 10:06,1016
144380,46,39,PSI*,PSI*,12/02/2011 10:06,260
144380,85,42,PSI*,PSI*,12/02/2011 10:06,227
144380,52,18,PSI*,PSI*,12/02/2011 10:06,1016
144400,46,39,PSI*,PSI*,12/02/2011 10:06,260
144400,85,42,PSI*,PSI*,12/02/2011 10:06,227
144400,52,18,PSI*,PSI*,12/02/2011 10:06,1016
144420,46,39,PSI*,PSI*,12/02/2011 10:07,260
144420,85,42,PSI*,PSI*,12/02/2011 10:07,227
144420,52,18,PSI*,PSI*,12/02/2011 10:07,1016
144440,46,39,PSI*,PSI*,12/02/2011 10:07,260
144440,85,42,PSI*,PSI*,12/02/2011 10:07,227
144440,52,18,PSI*,PSI*,12/02/2011 10:07,1016
144460,46,39,PSI*,PSI*,12/02/2011 10:07,260
144460,85,42,PSI*,PSI*,12/02/2011 10:07,227
144460,52,18,PSI*,PSI*,12/02/2011 10:07,1016
144480,46,39,PSI*,PSI*,12/02/2011 10:08,260
144480,85,42,PSI*,PSI*,12/02/2011 10:08,227
144480,52,18,PSI*,PSI*,12/02/2011 10:08,1016
144500,46,39,PSI*,PSI*,12/02/2011 10:08,260
144500,85,42,PSI*,PSI*,12/02/2011 10:08,227
144500,52,18,PSI*,PSI*,12/02/2011 10:08,1016
144520,46,39,PSI*,PSI*,12/02/2011 10:08,260
144520,85,42,PSI*,PSI*,12/02/2011 10:08,227
144520,52,18,PSI*,PSI*,12/02/2011 10:08,1016
144540,46,39,PSI*,PSI*,12/02/2011 10:09,260
144540,32,113,PC*,PC*,12/02/2011 10:09,218
144540,85,42,PSI*,PSI*,12/02/2011 10:09,227
144540,52,18,PSI*,PSI*,12/02/2011 10:09,1016
144560,46,39,PSI*,PSI*,12/02/2011 10:09,260
144560,60,114,PSI*,PSI*,12/02/2011 10:09,874
144560,85,42,PSI*,PSI*,12/02/2011 10:09,227
144560,52,18,PSI*,PSI*,12/02/2011 10:09,1016
144580,51,11,PC*,PC*,12/02/2011 10:09,163
144580,46,39,PSI*,PSI*,12/02/2011 10:09,260
144580,85,42,PSI*,PSI*,12/02/2011 10:09,227
144580,52,18,PSI*,PSI*,12/02/2011 10:09,1016
144600,51,11,PC*,PC*,12/02/2011 10:10,163
144600,46,39,PSI*,PSI*,12/02/2011 10:10,260
144600,85,42,PSI*,PSI*,12/02/2011 10:10,227
144600,52,18,PSI*,PSI*,12/02/2011 10:10,1016
144600,73,74,PSI*,PSI*,12/02/2011 10:10,194
144620,51,11,PC*,PC*,12/02/2011 10:10,163
144620,46,39,PSI*,PSI*,12/02/2011 10:10,260
144620,85,42,PSI*,PSI*,12/02/2011 10:10,227
144620,52,18,PSI*,PSI*,12/02/2011 10:10,1016
144620,73,74,PSI*,PSI*,12/02/2011 10:10,194
144640,51,11,PC*,PC*,12/02/2011 10:10,163
144640,46,39,PSI*,PSI*,12/02/2011 10:10,260
144640,30,4,PC*,PC*,12/02/2011 10:10,726
144640,85,42,PSI*,PSI*,12/02/2011 10:10,227
144640,52,18,PSI*,PSI*,12/02/2011 10:10,1016
144660,51,11,PC*,PC*,12/02/2011 10:11,163
144660,46,39,PSI*,PSI*,12/02/2011 10:11,260
144660,60,114,PSI*,PSI*,12/02/2011 10:11,874
144660,30,4,PC*,PC*,12/02/2011 10:11,726
144660,38,42,PSI*,PSI*,12/02/2011 10:11,112
144660,85,42,PSI*,PSI*,12/02/2011 10:11,227
144660,52,18,PSI*,PSI*,12/02/2011 10:11,1016
144680,51,11,PC*,PC*,12/02/2011 10:11,163
144680,46,39,PSI*,PSI*,12/02/2011 10:11,260
144680,85,42,PSI*,PSI*,12/02/2011 10:11,227
144680,52,18,PSI*,PSI*,12/02/2011 10:11,1016
144700,46,39,PSI*,PSI*,12/02/2011 10:11,260
144700,85,42,PSI*,PSI*,12/02/2011 10:11,227
144700,52,18,PSI*,PSI*,12/02/2011 10:11,1016
144720,46,39,PSI*,PSI*,12/02/2011 10:12,260
144720,85,42,PSI*,PSI*,12/02/2011 10:12,227
144720,52,18,PSI*,PSI*,12/02/2011 10:12,1016
144740,46,39,PSI*,PSI*,12/02/2011 10:12,260
144740,85,42,PSI*,PSI*,12/02/2011 10:12,227
144740,52,18,PSI*,PSI*,12/02/2011 10:12,1016
144760,46,39,PSI*,PSI*,12/02/2011 10:12,260
144760,85,42,PSI*,PSI*,12/02/2011 10:12,227
144760,52,18,PSI*,PSI*,12/02/2011 10:12,1016
144780,46,39,PSI*,PSI*,12/02/2011 10:13,260
144780,85,42,PSI*,PSI*,12/02/2011 10:13,227
144780,52,18,PSI*,PSI*,12/02/2011 10:13,1016
